id,age,genre,ville,situation_familiale,niveau_education,secteur_activite,anciennete_emploi_ans,revenu_mensuel_mad,nb_dependants,historique_credit,nb_credits_precedents,ratio_endettement,duree_credit_mois,montant_credit_mad,defaut_paiement
258,26,Homme,Casablanca,Celibataire,Bac+3,Independant,,11300,5,Moyen,5,0.39,60,7000,1
259,55,Homme,Casablanca,Veuf,Bac+3,Independant,7,14500,3,Moyen,0,0.33,36,28000,1
260,51,Femme,Fes,Celibataire,Bac,Sans emploi,0,2000,0,Mauvais,5,0.7000000000000001,84,5000,1
261,54,Homme,Meknes,Veuf,Bac,Sans emploi,0,2000,4,Bon,0,0.37,24,5000,0
262,24,Homme,Tanger,Veuf,Bac+3,Sans emploi,0,2100,2,Moyen,5,0.38,120,5000,1
263,27,Homme,Rabat,Marie,Bac+5,Sans emploi,0,3600,2,Moyen,5,0.21,36,22000,1
264,22,Homme,Rabat,Veuf,Bac+5,Public,0,15100,0,Moyen,3,0.5,120,6000,1
265,45,Femme,Marrakech,Marie,Bac+3,Independant,25,14900,4,Bon,5,0.39,36,5000,1
266,28,Homme,Tanger,Veuf,Bac+2,Independant,0,8600,4,Mauvais,6,0.28,60,59000,1
267,62,Homme,Fes,Celibataire,Bac+2,Public,24,10500,5,Moyen,6,0.29000000000000004,48,62000,1
268,41,Femme,Agadir,Veuf,Bac+2,Independant,18,12300,5,Mauvais,0,0.16,12,35000,0
269,57,Homme,Fes,Celibataire,Bac+2,Sans emploi,0,2000,3,Bon,0,0.48,12,5000,1
270,22,Femme,Agadir,Veuf,Bac+2,Sans emploi,0,2000,5,Moyen,4,0.5,60,5000,1
271,48,Femme,Tanger,Veuf,Bac,Public,10,10400,0,Bon,3,0.53,24,5000,1
272,50,Femme,Agadir,Veuf,Bac+3,Public,29,16900,4,Mauvais,5,0.75,36,5000,1
273,24,Femme,Agadir,Veuf,Bac+3,Sans emploi,0,2000,0,,4,0.6,36,5000,1
274,30,Homme,Fes,Celibataire,Bac,Prive,0,5200,,Moyen,6,0.5599999999999999,36,5000,0
275,42,Homme,Marrakech,Celibataire,Bac+5,Independant,12,15100,1,Moyen,5,0.27,120,254000,0
276,30,Homme,Marrakech,Divorce,Bac+3,Sans emploi,0,2600,3,Bon,1,0.31,24,5000,0
277,43,Homme,Agadir,Celibataire,Bac+3,Independant,1,11000,2,Moyen,4,0.6,24,5000,1
278,32,Homme,Rabat,Divorce,Bac+5,Public,8,15500,2,Bon,6,0.75,84,5000,0
279,48,Homme,Tanger,Marie,Bac+2,Sans emploi,0,2300,2,Bon,4,0.41000000000000003,120,5000,1
280,23,Femme,Agadir,Divorce,Bac+3,Sans emploi,0,2000,2,Bon,5,0.32,120,22000,1
281,40,Homme,Meknes,Veuf,Bac+3,Prive,14,8800,0,Bon,2,0.27,120,168000,0
282,29,Homme,Tanger,Celibataire,Bac+2,Prive,0,8600,0,Bon,4,0.65,12,6000,1
283,26,Homme,Agadir,Divorce,Bac+5,Public,2,10400,2,Moyen,5,0.57,120,5000,1
284,56,Homme,Casablanca,Celibataire,Bac+2,Sans emploi,0,2600,0,Mauvais,0,0.64,84,5000,1
285,23,Homme,Casablanca,Celibataire,Bac+3,Public,0,13900,2,Moyen,6,0.74,60,5000,0
286,45,Homme,Casablanca,Celibataire,Bac,Independant,0,8700,3,Bon,5,0.33999999999999997,24,13000,1
287,48,Femme,Tanger,Celibataire,Bac+3,Sans emploi,0,2300,2,Mauvais,2,0.24,48,14000,1
288,23,Homme,Rabat,Marie,Bac+3,Sans emploi,0,2600,4,Mauvais,6,0.54,12,5000,1
289,47,Homme,Marrakech,Celibataire,Bac+3,Sans emploi,0,2200,5,Mauvais,3,0.16,48,27000,1
290,24,Femme,Casablanca,Divorce,Bac+2,Independant,2,9100,1,Moyen,5,0.75,12,5000,1
291,25,Homme,Meknes,Veuf,Bac+2,Public,2,8100,2,Bon,1,0.32,12,8000,0
292,36,Femme,Fes,Divorce,Bac+5,Prive,16,11600,2,Mauvais,6,0.29000000000000004,120,172000,1
293,49,Homme,Fes,Veuf,Bac+2,Public,23,12600,1,Moyen,2,0.3,24,29000,0
294,37,Femme,Meknes,Divorce,Bac+3,Sans emploi,0,2000,0,Mauvais,0,0.19,36,12000,1
295,33,Homme,Tanger,Divorce,Bac,Independant,5,7600,,Bon,4,0.57,48,5000,1
296,39,Femme,Fes,Celibataire,Bac+3,Independant,14,9700,5,,5,0.38,24,5000,1
297,27,Femme,Agadir,Marie,Bac,Sans emploi,0,2000,0,Moyen,5,0.68,12,5000,1
298,47,Femme,Marrakech,Marie,Bac+5,Prive,18,11900,2,Bon,0,0.24,60,130000,0
299,53,Femme,Meknes,Celibataire,Bac,Prive,10,7200,0,Bon,4,0.74,84,5000,0
300,32,Femme,Meknes,Divorce,Bac,Prive,6,5300,5,Bon,4,0.21,48,50000,0
301,58,Homme,Fes,Marie,Bac+2,Prive,18,11200,2,Moyen,2,0.58,84,5000,0
302,38,Femme,Casablanca,Marie,Bac+5,Prive,5,12300,3,Mauvais,3,0.2,36,100000,1
303,30,Femme,Rabat,Marie,Bac,Public,5,10400,1,Moyen,4,0.67,36,5000,1
304,61,Homme,Marrakech,Veuf,Bac+5,Sans emploi,0,2700,4,Moyen,0,0.11,48,39000,0
305,58,Femme,Agadir,Celibataire,Bac+2,Sans emploi,0,2100,1,Bon,1,0.18,60,21000,0
306,47,Homme,Rabat,Veuf,Bac+2,Sans emploi,0,2500,1,Moyen,0,0.38,120,6000,0
307,34,Femme,Meknes,Divorce,Bac+2,Public,11,9000,3,Moyen,1,0.57,24,5000,1
308,61,Homme,Meknes,Celibataire,Bac+5,Prive,21,13100,2,,1,0.3,84,85000,1
309,31,Homme,Agadir,Veuf,Bac+2,Prive,2,6500,4,Mauvais,1,0.52,24,5000,0
310,51,Femme,Marrakech,Divorce,Bac,Public,29,10700,5,Mauvais,1,0.58,36,6000,1
311,27,Femme,Casablanca,Marie,Bac,Public,7,8100,2,,0,0.4,24,5000,1
312,34,Homme,Casablanca,Marie,Bac+3,Prive,11,12000,5,Bon,0,0.28,24,35000,0
313,49,Femme,Meknes,Veuf,Bac,Public,27,9400,4,Moyen,5,0.45999999999999996,12,5000,1
314,47,Femme,Rabat,Veuf,Bac+2,Independant,3,11300,1,Mauvais,5,0.27,60,67000,1
315,32,Femme,Agadir,Veuf,Bac+2,Sans emploi,0,2000,4,Moyen,4,0.54,84,5000,1
316,44,Homme,Fes,Veuf,Bac+2,Independant,10,9300,0,Bon,4,0.65,12,5000,1
317,55,Homme,Casablanca,Marie,Bac+5,Independant,16,18800,4,Bon,1,0.55,48,5000,0
318,24,Femme,Rabat,Divorce,Bac,Public,1,9400,5,Bon,3,0.24,36,53000,0
319,49,Femme,Fes,Divorce,Bac+2,Public,23,10900,1,Mauvais,0,0.19,84,231000,1
320,33,Femme,Fes,Veuf,Bac,Public,8,6900,4,Bon,4,0.6900000000000001,60,5000,1
321,47,Homme,Marrakech,Celibataire,Bac+3,Public,25,16700,5,Mauvais,5,0.32,36,56000,1
322,42,Femme,Casablanca,Celibataire,Bac,Sans emploi,0,2000,1,Mauvais,5,0.63,36,5000,1
323,60,Homme,Rabat,Divorce,Bac,Sans emploi,0,2000,4,Bon,1,0.58,84,5000,0
324,50,Homme,Fes,Celibataire,Bac+5,Prive,7,12600,1,Moyen,5,0.65,12,5000,1
325,25,Femme,Rabat,Divorce,Bac+5,Public,4,14300,5,Bon,2,0.37,48,18000,0
326,23,Femme,Marrakech,Divorce,Bac,Independant,3,6300,0,Mauvais,2,0.07,36,62000,0
327,26,Homme,Meknes,Marie,Bac+5,Prive,4,11800,4,Mauvais,0,0.47,60,5000,0
328,58,Femme,Agadir,Divorce,Bac+2,Prive,12,8000,2,Mauvais,4,0.43000000000000005,24,5000,0
329,42,Homme,Meknes,Celibataire,Bac+2,Sans emploi,0,2000,,Mauvais,0,0.06,36,25000,1
330,22,Femme,Tanger,Divorce,Bac,Public,2,9100,0,Mauvais,3,0.37,12,5000,1
331,59,Femme,Tanger,Marie,Bac+2,Public,0,9800,3,Mauvais,3,0.36,48,23000,1
332,62,Femme,Tanger,Veuf,Bac+3,Prive,6,8700,0,Mauvais,0,0.51,60,6000,1
333,45,Homme,Fes,Divorce,Bac+5,Independant,20,16200,5,Moyen,0,0.63,84,5000,0
334,35,Homme,Meknes,Celibataire,Bac+5,Independant,1,10800,1,Moyen,5,0.73,60,5000,0
335,36,Homme,Tanger,Divorce,Bac+5,Public,6,16400,2,Moyen,1,0.19,24,83000,0
336,54,Homme,Meknes,Marie,Bac+5,Independant,33,19500,1,Mauvais,5,0.75,120,5000,1
337,49,Homme,Rabat,Celibataire,Bac+3,Sans emploi,0,2800,4,Mauvais,2,0.52,60,5000,1
338,39,Femme,Agadir,Veuf,Bac+3,Independant,11,10700,5,Bon,4,0.33999999999999997,24,12000,0
339,46,Homme,Casablanca,Divorce,Bac+2,Sans emploi,0,2500,2,Moyen,1,0.59,120,5000,1
340,34,Homme,Rabat,Marie,Bac+5,Sans emploi,0,2900,3,Bon,4,0.53,60,6000,1
341,32,Homme,Tanger,Celibataire,Bac+3,Prive,2,10600,3,Bon,5,0.75,120,5000,1
342,52,Femme,Casablanca,Divorce,Bac,Public,4,9900,3,Bon,6,0.28,60,77000,1
343,45,Femme,Casablanca,Veuf,Bac,Sans emploi,0,2000,1,Moyen,0,0.55,60,5000,1
344,30,Homme,Tanger,Celibataire,Bac+2,Independant,0,9000,5,Mauvais,3,0.31,60,36000,1
345,48,Homme,Casablanca,Veuf,Bac+2,Sans emploi,0,2100,4,Bon,3,0.17,12,6000,1
346,48,Femme,Rabat,Celibataire,Bac+2,Prive,20,10000,4,Mauvais,0,0.18,12,19000,0
347,22,Femme,Rabat,Celibataire,Bac,Independant,1,8900,4,Mauvais,4,0.48,60,5000,1
348,64,Homme,Fes,Marie,Bac+2,Independant,16,9300,1,Moyen,5,0.67,24,5000,1
349,37,Femme,Meknes,Celibataire,Bac+2,Independant,17,10300,2,Bon,4,0.5599999999999999,84,5000,0
350,31,Femme,Tanger,Divorce,Bac+3,Independant,9,12300,5,Bon,6,0.65,36,5000,0
351,28,Homme,Casablanca,Veuf,Bac+3,Prive,1,9300,5,Mauvais,1,0.07,24,89000,1
352,28,Femme,Rabat,Celibataire,Bac,Prive,5,7300,1,Mauvais,3,0.42,120,5000,1
353,61,Femme,Meknes,Veuf,Bac+5,Prive,28,14900,4,Bon,3,0.15,120,517000,0
354,35,Homme,Agadir,Celibataire,Bac+5,Prive,4,9400,2,Moyen,4,0.29000000000000004,120,121000,0
355,40,Homme,Marrakech,Divorce,Bac+2,Prive,5,8300,1,Moyen,6,,84,5000,0
356,32,Homme,Meknes,Divorce,Bac,Public,3,6900,3,Moyen,3,0.48,48,5000,1
357,57,Femme,Marrakech,Marie,Bac+2,Public,3,10800,1,Mauvais,4,0.45999999999999996,60,5000,1
358,22,Homme,Tanger,Celibataire,Bac,Public,0,7600,3,Moyen,0,0.63,24,5000,1
359,54,Femme,Marrakech,Veuf,Bac+3,Independant,28,13400,1,Bon,0,0.41,48,5000,0
360,40,Femme,Fes,Divorce,Bac+3,Sans emploi,0,2000,4,Moyen,3,0.28,48,13000,1
361,26,Homme,Meknes,Celibataire,Bac,Public,3,7400,0,Moyen,6,0.72,60,5000,1
362,37,Homme,Tanger,Veuf,Bac,Independant,16,9900,2,Mauvais,0,0.53,120,6000,0
363,61,Femme,Casablanca,Veuf,Bac+2,Public,28,19300,5,Bon,1,0.46,84,5000,1
364,40,Femme,Casablanca,Divorce,Bac,Sans emploi,0,2000,2,Mauvais,4,0.5,48,5000,1
365,28,Femme,Fes,Celibataire,Bac+5,Sans emploi,0,2400,4,Moyen,4,0.66,120,5000,1
366,23,Homme,Casablanca,Veuf,Bac+3,Prive,1,10100,3,Mauvais,4,0.32999999999999996,84,69000,1
367,36,Femme,Casablanca,Celibataire,Bac+2,Public,13,15700,2,Bon,0,0.49,60,5000,0
368,54,Homme,Tanger,Celibataire,Bac,Independant,14,8300,2,Mauvais,5,0.33999999999999997,120,59000,1
369,36,Homme,Tanger,Celibataire,Bac+5,Public,1,13300,5,Mauvais,0,0.46,60,5000,1
370,39,Homme,Agadir,Veuf,Bac+5,Sans emploi,0,2200,2,Bon,4,0.58,12,5000,1
371,37,Homme,Agadir,Divorce,Bac+5,Sans emploi,0,3000,0,Mauvais,3,0.32,24,5000,1
372,55,Femme,Marrakech,Veuf,Bac+3,Public,16,11900,1,Moyen,2,0.12,120,327000,0
373,51,Femme,Marrakech,Veuf,Bac,Independant,2,6700,3,Moyen,5,0.43000000000000005,48,5000,1
374,49,Homme,Rabat,Veuf,Bac+2,Sans emploi,0,2400,0,Moyen,1,0.22,120,63000,1
375,53,Homme,Fes,Divorce,Bac+5,Public,26,19800,5,Bon,0,0.44,120,5000,0
376,59,Femme,Fes,Divorce,Bac,Prive,33,8500,0,Mauvais,4,0.57,60,5000,1
377,34,Femme,Fes,Divorce,Bac+3,Sans emploi,0,2000,5,Moyen,1,0.32,24,5000,1
378,45,Femme,Tanger,Divorce,Bac+3,Sans emploi,0,2500,4,Mauvais,3,0.53,12,5000,1
379,24,Homme,Casablanca,Veuf,Bac+3,Public,3,12900,2,Bon,0,0.59,24,5000,1
380,57,Femme,Agadir,Marie,Bac+5,Independant,12,14700,5,Mauvais,0,0.12,60,287000,1
381,28,Femme,Meknes,Divorce,Bac+5,Sans emploi,0,2900,4,Bon,4,0.72,84,5000,1
382,33,Homme,Rabat,Marie,Bac+2,Sans emploi,0,2100,5,Moyen,5,0.38,60,6000,0
383,28,Femme,Casablanca,Celibataire,Bac+3,Public,4,15400,4,Bon,6,0.4,36,5000,0
384,50,Femme,Tanger,Veuf,Bac+2,Public,1,9100,0,Bon,5,0.32,120,105000,0
385,26,Homme,Agadir,Marie,Bac+2,Public,4,10700,1,Mauvais,0,0.07,120,521000,0
386,34,Femme,Casablanca,Divorce,Bac,Public,7,11000,2,Mauvais,3,0.56,60,5000,1
387,43,Homme,Marrakech,Celibataire,Bac+5,Independant,14,17100,5,Bon,2,0.58,48,5000,1
388,54,Femme,Agadir,Marie,Bac,Sans emploi,0,2000,5,Moyen,5,0.32,12,6000,1
389,35,Femme,Marrakech,Celibataire,Bac+5,Prive,9,12700,1,Bon,6,0.21,12,26000,0
390,29,Homme,Meknes,Marie,Bac+2,Prive,4,8000,2,Bon,0,0.26,48,61000,0
391,58,Homme,Meknes,Celibataire,Bac,Public,16,9400,2,Bon,5,0.22,60,115000,1
392,50,Homme,Rabat,Veuf,Bac,Independant,1,7600,1,Bon,0,0.19,12,22000,0
393,27,Homme,Marrakech,Divorce,Bac+5,Public,2,11400,5,Mauvais,1,0.58,24,5000,1
394,52,Homme,Tanger,Veuf,Bac+2,Prive,10,10500,4,Bon,0,0.33,36,26000,0
395,30,Homme,Marrakech,Celibataire,Bac,Public,0,7800,3,Mauvais,1,0.29,36,23000,0
396,59,Homme,Agadir,Veuf,Bac+2,Sans emploi,0,2100,4,Mauvais,4,0.74,48,5000,1
397,51,Femme,Agadir,Divorce,Bac+3,Independant,26,14400,3,Mauvais,2,0.49,12,6000,1
398,52,Homme,Agadir,Divorce,Bac,Independant,18,9600,5,Bon,4,0.38,48,11000,0
399,44,Homme,Tanger,Divorce,Bac+2,Independant,2,7600,2,Bon,4,0.75,36,5000,0
400,41,Femme,Fes,Veuf,Bac+3,Sans emploi,0,2000,3,Moyen,3,0.33,36,5000,0
401,50,Homme,Meknes,Marie,Bac+5,Prive,17,11300,4,Bon,6,0.58,48,5000,1
402,24,Femme,Rabat,Veuf,Bac+3,Prive,2,9100,4,Bon,6,0.27,60,54000,1
403,23,Femme,Rabat,Celibataire,Bac+2,Independant,2,9100,,Bon,0,0.54,48,5000,0
404,42,Femme,Rabat,Veuf,Bac+2,Independant,2,11900,4,Mauvais,2,0.07,36,109000,1
405,33,Homme,Marrakech,Marie,Bac+5,Sans emploi,0,2900,3,Mauvais,0,0.26,84,29000,1
406,27,Femme,Meknes,Veuf,Bac+2,Sans emploi,0,2000,3,Moyen,1,0.58,120,5000,1
407,27,Femme,Meknes,Veuf,Bac+3,Sans emploi,0,2300,2,Mauvais,3,0.57,12,5000,1
408,54,Femme,Marrakech,Celibataire,Bac,Prive,16,8500,1,Mauvais,0,0.05,36,84000,1
409,53,Femme,Agadir,Marie,Bac+2,Sans emploi,0,,3,Bon,0,0.12,60,28000,0
410,63,Femme,Tanger,Marie,Bac+2,Prive,2,8200,3,Mauvais,2,0.39,60,5000,1
411,58,Homme,Casablanca,Celibataire,Bac+3,Public,12,17300,3,Bon,6,0.41000000000000003,48,5000,0
412,61,Femme,Marrakech,Celibataire,Bac+5,Independant,16,14800,4,Mauvais,3,0.24,12,22000,1
413,36,Femme,Marrakech,Celibataire,Bac,Independant,12,7300,2,Moyen,0,0.32,120,82000,0
414,61,Homme,Fes,Marie,Bac+5,Public,30,16000,1,Mauvais,3,0.57,36,5000,0
415,43,Homme,Casablanca,Marie,Bac+2,Sans emploi,0,2400,1,Moyen,6,0.54,12,5000,1
416,33,Homme,Fes,Marie,Bac+5,Independant,11,12000,3,Bon,5,0.38,12,6000,0
417,26,Femme,Tanger,Veuf,Bac+5,Prive,3,12300,2,Mauvais,2,0.41,120,5000,1
418,65,Femme,Meknes,Veuf,Bac+3,Sans emploi,0,2000,2,Mauvais,6,0.55,84,5000,1
419,52,Homme,Rabat,Divorce,Bac+2,Prive,6,10300,5,Moyen,2,0.6,84,5000,0
420,63,Femme,Rabat,Marie,Bac+2,Public,20,16300,0,Bon,1,0.64,12,5000,0
421,26,Homme,Meknes,Marie,Bac+3,Public,5,8800,2,Mauvais,4,0.75,120,5000,1
422,30,Femme,Fes,Veuf,Bac,Prive,1,5800,0,Mauvais,0,0.45,12,5000,0
423,57,Homme,Rabat,Marie,Bac,Independant,8,8800,1,Bon,2,0.41,60,5000,0
424,28,Homme,Fes,Divorce,Bac+3,Prive,8,9500,1,Mauvais,4,0.75,12,5000,1
425,37,Homme,Marrakech,Celibataire,Bac+2,Sans emploi,0,2100,4,Mauvais,4,0.75,84,6000,1
426,34,Femme,Casablanca,Divorce,Bac,Public,7,11000,2,Mauvais,3,0.56,60,5000,1
427,51,Femme,Rabat,Marie,Bac+5,Prive,26,17400,3,Moyen,2,0.47,84,5000,0
428,27,Femme,Marrakech,Veuf,Bac+2,Sans emploi,0,2000,2,Bon,4,0.54,84,5000,1
429,46,Homme,Agadir,Veuf,Bac+3,Sans emploi,0,2000,1,Moyen,3,0.38,60,5000,1
430,52,Femme,Agadir,Veuf,Bac+2,Prive,28,12000,5,Mauvais,3,0.4,12,5000,1
431,61,Homme,Casablanca,Veuf,Bac+2,Sans emploi,0,,5,Moyen,2,0.34,84,11000,1
432,37,Homme,Meknes,Divorce,Bac+2,Prive,11,7400,5,Bon,1,0.34,24,8000,1
433,36,Homme,Rabat,Marie,Bac,Sans emploi,0,,5,Moyen,4,0.3,24,5000,1
434,56,Homme,Casablanca,Veuf,Bac,Public,15,9200,4,Mauvais,6,0.64,12,6000,1
435,27,Femme,Meknes,Veuf,Bac,Prive,5,5500,4,Moyen,0,0.31,12,5000,0
436,38,Femme,Agadir,Divorce,Bac,Independant,11,9000,,Bon,6,0.51,84,5000,1
437,63,Homme,Agadir,Divorce,Bac+2,Public,3,9700,2,Moyen,2,0.09,84,315000,1
438,57,Femme,Agadir,Divorce,Bac+5,Public,5,12400,0,Bon,6,0.75,84,5000,0
439,34,Homme,Agadir,Celibataire,Bac,Independant,3,6400,1,Bon,0,0.08,84,166000,0
440,46,Femme,Tanger,Divorce,Bac,Prive,4,6200,4,Mauvais,4,0.27,84,51000,0
441,48,Femme,Casablanca,Divorce,Bac+2,Sans emploi,0,2300,0,Moyen,6,0.6900000000000001,84,5000,1
442,40,Femme,Tanger,Marie,Bac+2,Public,15,11100,4,Bon,4,0.53,84,5000,0
443,30,Femme,Agadir,Marie,Bac+2,Prive,2,6200,0,Mauvais,3,0.39,12,5000,1
444,50,Femme,Agadir,Veuf,Bac+3,Public,29,16900,4,Mauvais,5,0.75,36,5000,1
445,63,Homme,Rabat,Veuf,Bac+2,Independant,28,13100,0,Bon,5,0.74,24,5000,1
446,29,Femme,Rabat,Divorce,Bac+2,Public,6,10300,3,Bon,1,0.19,120,204000,0
447,49,Femme,Fes,Divorce,Bac+2,Public,23,10900,1,Mauvais,0,0.19,84,231000,1
448,47,Homme,Agadir,Divorce,Bac+5,Sans emploi,0,2300,3,Bon,3,0.07,12,7000,1
449,46,Homme,Casablanca,Veuf,Bac+2,Independant,21,13200,4,Moyen,4,0.55,12,5000,0
450,40,Femme,Marrakech,Divorce,Bac,Independant,4,7900,0,Bon,6,0.63,36,5000,1
451,38,Femme,Meknes,Divorce,Bac+5,Sans emploi,0,2200,4,Mauvais,2,,120,44000,1
452,63,Femme,Marrakech,Veuf,Bac+5,Public,14,17500,5,Bon,2,0.33,48,60000,0
453,46,Homme,Tanger,Celibataire,Bac+5,Independant,16,18200,0,Bon,5,0.32,120,174000,0
454,48,Homme,Fes,Divorce,Bac,Prive,24,9700,2,Moyen,0,0.18,84,152000,0
455,59,Homme,Fes,Veuf,Bac+5,Independant,26,19400,2,Bon,3,0.23,12,40000,1
456,40,Homme,Marrakech,Veuf,Bac+5,Prive,3,10600,2,Bon,2,0.61,120,5000,0
457,39,Femme,Marrakech,Veuf,Bac+2,Prive,13,9100,2,Moyen,3,0.39,24,5000,0
458,49,Femme,Casablanca,Celibataire,Bac+3,Prive,17,15100,1,Mauvais,5,0.47,36,5000,0
459,56,Homme,Marrakech,Veuf,Bac,Public,25,11300,2,Bon,4,0.74,84,5000,0
460,62,Femme,Casablanca,Celibataire,Bac+5,Public,19,23800,,Moyen,5,0.26,84,278000,0
461,37,Homme,Agadir,Celibataire,Bac+2,Sans emploi,0,2000,4,Mauvais,4,0.28,120,26000,0
462,55,Homme,Fes,Divorce,Bac+2,Public,9,8500,3,Mauvais,6,0.4,84,5000,0
463,29,Femme,Casablanca,Celibataire,Bac+2,Public,6,12400,0,Bon,2,0.21,36,88000,0
464,56,Femme,Fes,Divorce,Bac,Prive,24,8500,3,Bon,5,0.59,12,6000,1
465,24,Femme,Rabat,Celibataire,Bac,Public,1,8500,0,Mauvais,5,0.73,120,5000,1
466,61,Femme,Rabat,Celibataire,Bac+5,Public,26,22200,3,Mauvais,4,0.66,36,5000,1
467,41,Femme,Fes,Veuf,Bac+5,Public,1,10400,0,Mauvais,6,0.24,84,151000,1
468,57,Femme,Rabat,Celibataire,Bac+3,Independant,26,18700,2,Bon,4,0.44999999999999996,120,5000,0
469,32,Femme,Tanger,Veuf,Bac,Prive,7,6400,1,Bon,4,0.28,12,7000,0
470,59,Femme,Marrakech,Celibataire,Bac,Sans emploi,0,2000,3,Mauvais,4,0.31,36,5000,1
471,46,Homme,Meknes,Divorce,Bac+3,Prive,9,7900,4,Bon,5,0.63,36,5000,1
472,52,Femme,Casablanca,Marie,Bac+5,Sans emploi,0,2700,0,Mauvais,1,0.18,84,38000,1
473,34,Femme,Tanger,Marie,Bac+2,Sans emploi,0,2300,4,Mauvais,6,0.44999999999999996,12,5000,1
474,44,Femme,Casablanca,Veuf,Bac,Prive,20,10100,5,Mauvais,0,0.13,120,379000,1
475,22,Femme,Agadir,Marie,Bac+3,Prive,1,7500,3,Moyen,3,0.07,48,97000,0
476,34,Homme,Fes,Divorce,Bac,Independant,4,6100,5,Bon,2,0.39,120,8000,0
477,39,Homme,Rabat,Marie,Bac,Prive,14,10100,3,Moyen,5,0.6,60,5000,1
478,31,Femme,Tanger,Divorce,Bac+3,Independant,2,10500,0,,6,0.33999999999999997,48,25000,1
479,44,Homme,Marrakech,Veuf,Bac+2,Prive,23,9300,2,Mauvais,3,0.11,120,288000,1
480,40,Femme,Fes,Marie,Bac+5,Independant,17,17000,0,Bon,4,0.33999999999999997,48,60000,0
481,57,Femme,Agadir,Veuf,Bac+5,Independant,19,16500,0,Moyen,2,0.14,36,187000,0
482,28,Homme,Casablanca,Marie,Bac,Prive,8,7000,1,Mauvais,5,0.45999999999999996,12,6000,1
483,29,Femme,Rabat,Marie,Bac+2,Public,2,11400,4,Moyen,0,0.17,120,273000,1
484,56,Homme,Fes,Veuf,Bac+3,Prive,7,8700,5,Mauvais,4,0.47,36,5000,1
485,24,Homme,Fes,Marie,Bac+3,Sans emploi,0,2000,2,Mauvais,3,0.55,24,5000,0
486,54,Femme,Agadir,Veuf,Bac+5,Public,24,19000,5,Bon,1,0.11,60,283000,1
487,28,Homme,Tanger,Veuf,Bac,Sans emploi,0,2000,4,Mauvais,5,0.32,84,14000,0
488,38,Homme,Meknes,Divorce,Bac+2,Independant,17,9500,0,,4,0.72,12,5000,1
489,38,Femme,Fes,Divorce,Bac+2,Independant,11,,4,,1,0.14,48,163000,0
490,27,Femme,Meknes,Veuf,Bac+3,Sans emploi,0,2300,2,Mauvais,3,0.57,12,5000,1
491,40,Femme,Fes,Veuf,Bac+2,Prive,19,8900,1,Moyen,5,0.45999999999999996,24,5000,0
492,40,Femme,Marrakech,Marie,Bac+3,Sans emploi,0,2600,3,Mauvais,6,0.41000000000000003,120,5000,1
493,56,Femme,Tanger,Divorce,Bac,Prive,14,9100,3,Bon,4,0.74,24,5000,0
494,33,Homme,Casablanca,Marie,Bac+2,Sans emploi,,2700,4,Mauvais,0,0.32,120,19000,1
495,23,Femme,Agadir,Veuf,Bac+2,Public,0,8800,1,Mauvais,1,0.63,48,5000,1
496,55,Homme,Tanger,Celibataire,Bac,Prive,28,11200,5,Bon,3,0.21,24,45000,1
497,29,Femme,Casablanca,Marie,Bac+5,Prive,3,15100,0,Mauvais,4,0.21,36,99000,1
498,47,Homme,Casablanca,Celibataire,Bac+2,Public,20,15700,5,Mauvais,4,0.7000000000000001,120,5000,1
499,47,Femme,Fes,Marie,Bac,Sans emploi,0,2000,5,Bon,6,0.36,48,5000,1
500,30,Homme,Meknes,Veuf,Bac,Independant,5,6000,5,Bon,2,0.64,12,5000,0
501,62,Femme,Meknes,Celibataire,Bac+2,Public,1,8700,3,Moyen,2,0.34,60,29000,1
502,48,Homme,Rabat,Veuf,Bac+2,Public,10,11700,5,Bon,6,0.65,36,5000,1
503,48,Homme,Agadir,Divorce,Bac+2,Prive,16,10800,1,Bon,4,0.33999999999999997,84,58000,0
504,37,Homme,Agadir,Veuf,Bac,Independant,9,7400,5,Moyen,3,0.53,24,5000,0
505,31,Femme,Meknes,Celibataire,Bac+5,Prive,0,11000,3,Bon,4,0.59,12,5000,0
506,60,Femme,Marrakech,Marie,Bac+5,Sans emploi,0,3200,4,Bon,0,0.06,48,59000,1
507,42,Femme,Casablanca,Celibataire,Bac+5,Public,11,21300,5,Bon,3,0.46,60,5000,0
508,62,Homme,Marrakech,Celibataire,Bac+2,Prive,11,8300,3,Moyen,1,0.41,60,5000,1
509,47,Femme,Rabat,Marie,Bac+2,Sans emploi,0,2400,1,Bon,2,0.41,36,5000,1
510,38,Femme,Rabat,Veuf,Bac,Prive,1,6900,2,Moyen,5,0.53,60,5000,0
511,44,Homme,Casablanca,Marie,Bac,Sans emploi,0,2000,5,Bon,5,0.67,12,5000,1
512,51,Femme,Tanger,Veuf,Bac,Public,29,11000,2,Moyen,0,0.63,24,5000,0
513,37,Femme,Casablanca,Divorce,Bac+2,Prive,3,9400,5,,4,0.68,84,5000,1
514,56,Homme,Meknes,Marie,Bac+2,Independant,5,7900,3,Moyen,6,0.73,36,5000,0
515,62,Femme,Casablanca,Divorce,Bac+3,Sans emploi,0,2600,0,Bon,5,0.32999999999999996,12,5000,1
516,47,Homme,Rabat,Divorce,Bac+5,Public,14,17500,3,Moyen,3,0.06,24,116000,0
